text,category
who would like to watch the video of how loyal customers are really treated while asking for an explanation for our 6 hour delay?,Flight Issue
"more lies, they said in their email we were delayed due to weather when the sky was clear in the city we were departing.",Flight Issue
"I'm enjoying my flights so far! You're doing a great job. Today's been tough, so thanks for making my flights comfortable.",Satisfied
look  has made the right call on CHO. Please evaluate. http://t.co/3KhGjoFgpX,Flight Issue
Shavon at customer service desk in Charlotte was fantastic! So helpful and smiling evn after what sounds like long day.Reward her,Satisfied
"yep, sent my bag to Philadelphia instead of Miami...I caught it...then was told my flight changed to tomorrow, wrong again #fail",Luggage Issue
"right, can you use a shuttle ticket from LGA to BOS for any shuttle flight? Probably gonna miss the 4pm.",Flight Issue
#NAME?,Satisfied
"Batting 1.000! Four flights in a month, all four delayed!",Flight Issue
"&amp; also that I was told no comps, upgrades, etc. ReFlight Booking Problems is good enough. #usairwaysfail",Flight Issue
"I was... 4 tomorrow. I missed my meeting today, &amp; it was pointless 2 pay hotel today when the purpose of my trip has been screwed",Flight Issue
"and next flight delayed as well. 5238 out of Charlotte, is it just my luck or what?",Flight Issue
Just talked to reservation. Must congratulation to them. Very friendly.  Good for usair. The ONLY airline we fly.,Satisfied
"fight was delayed 3 hrs in MCO, now I'm stuck in Philly with a standby ticket, flight 4009. Solution needed.",Flight Issue
It wasn't weather this morning.  AWE1701 diverted back to BOS due to mechanical issues.  So far lost one of 3 days :(,Flight Issue
waiting for bags now over 25min in Phl bag claim!,Luggage Issue
awesome! Flight #676 out of philly on Tuesday. Party in row 15 if you're interested.,Satisfied
i got through and am able to switch my flight with no charge. Thank you,Satisfied
"Welcome to North Texas US Air / American Air employees. 
Housing and Education are great opportunities in The GR8 State Of Texas",Satisfied
your staff at LAX really messed up on this one. Failing to scan my suitcase tag.,Luggage Issue
Not happy with start of trip!  cancelled flight #poor customerservice,Flight Issue
"Thanks. No DC yet, I see. I will keep that link and check back. Appreciate it!",Satisfied
I called the BTV desk; they had more information - so it exists.  Your systems don't make it easy for the customer to access it.,Luggage Issue
"awesome! And yes,  is!",Satisfied
I just want to find my bag so I won't have to go through the hassle of trying to claim what was in my suitcase #usairwaysfail,Luggage Issue
Melinda in reservations in greensboro nc is an absolute jewel thank her for me she's amazing!!!,Satisfied
Best GAgent in a long time - Danny B. for US628 DFW-CLT. Appreciated how up to date he kept us during irrops. Super professional!,Satisfied
"Good news, we got fixed.",Satisfied
and now that flight pushed back to 2:35pm departure.,Flight Issue
horrible experience to key west lost luggage called to check &amp; was told not to call back reconsidering my flight back,Luggage Issue
thank you!,Satisfied
"I needed to be at my destination by lunchtime today. No one could get us on a flight, but I've since learned  had one!",Flight Issue
delayed I'm charlotte big surprise,Flight Issue
"cancelled flight, 50 person line and one agent helping to rebook. You could've handed this one better. http://t.co/By3vDioSUA",Flight Issue
what is happening with flight 1701 from BOS to PHL? Daughter and her fiancée are stuck in BOS!,Flight Issue
"2133. Flight now cancelled. Have been rebooked on 2pm flight. If on time take off, I'll have spent 5 extra hours at DCA.",Flight Issue
Thank you,Satisfied
can I get a free mimosa to compensate my flight delay (yet again) thx,Flight Issue
Reservation agent on the phone did a great job.,Satisfied
is a joke. Stop losing my luggage!,Luggage Issue
made it!!! Send Bloody Mary's to row 27!!!,Satisfied
the flights weren't from this morning... It was 4 flights 2 on Thursday and 2 on Monday which turned into Tuesday,Flight Issue
"never let's me down, every. Single. Flight. Gets delayed.",Flight Issue
sitting on the ground in Charlotte with no gate or comms for flight deck great happy Friday hope i make my connection,Flight Issue
"Thanks, but you can't. My flight was cancelled for ""maintenance"" reasons, and the next available flight was too Late Flight for me.",Flight Issue
"yes, I was rebooked the next day (Weds). Thanks. Just upset that I lost 2 additional work days AND paid for my own hotel. #losing",Flight Issue
", you cancelled my flight back during the holidays and gave me a refund of $8.51/ticket from PHL to EWR, really?!",Flight Issue
thanks for helping with #reFlight Booking Problems #Cancelled Flightedflight Yvonne Anthony.  You will help us get to Tel Aviv on time.  #HappyFriday,Satisfied
big thanks to Yvonne Anthony from the Chairman's desk.  Top tier customer service today.  #outstanding #service &amp; #support.,Satisfied
now siting on Tarmac in philly for another 15 minutes. This is so lame. Sorry doesn't help. This is terrible.,Flight Issue
what is the damn delay????,Flight Issue
it would be nice to just pull up to the gate. Still sitting here,Flight Issue
"need to learn operations. Sit a plane overnight at #gsp, and not realize there's a mech problem. Then delay flight 3 1/2 hours!",Flight Issue
"that the flight was delayed &amp; closed the doors only to tell us we would not be leaving for an hour and a half. Bad, bad service",Flight Issue
why would you not give us the option to get off the plane instead of sit on it for an hour and a half when you knew at the gate,Flight Issue
I appreciate your prompt response.,Satisfied
well we should have been told that before we were sitting on the plane for an hour to have the option of not getting on.,Flight Issue
I did not want to hang out on your plane all day when I am traveling to get work done and turn right back around. Unacceptable,Flight Issue
doesn't seem likely bc your team failed to scan my bag in LAX and you recycle bagtag numbers that doesn't help #usairwaysfail,Luggage Issue
this is a complete waste of my day. A trip to my for work has now turned into sitting on your planes all day. Ridiculous,Flight Issue
we should have been given the option to get off the plane not sit on it for a time longer than our actually flight.,Flight Issue
is setting themselves up for a lawsuit. No way we should sit on a plane for an hour and a half.,Flight Issue
Thks US #1786 2/19 PHL to FLL. Overall 1st class has improved with more food now on PHL to FLL and most crews are super.,Satisfied
this is so unacceptable. I'm going for the day. Now most of my day will be sitting on your plane. Not to mention there is no air,Flight Issue
is moving the plane to the end of the runway for us to sit on it for an hour and a half. They didn't even let us off.,Flight Issue
"yeah, the mark was like a mile back. Also we're an hour Late Flight. So thanks a ton for the great service today.",Flight Issue
"you told us last night that there was a ground stop at O'Hare FOUR HOURS AFTER Obama landed, stop blaming someone else",Flight Issue
#428 delayed due to #frozentoilet #medicalissue #mechanicalissue #dispatchissue We've heard it all! #LetsGo,Flight Issue
is the worst. 45 minute delay in Boston. Not weather reLate Flightd. Going to miss our connecting flight. Gassing up the plane issue.,Flight Issue
is the worst!! Still haven't left.. Everyone missing connections.,Flight Issue
today's flight to Philadelphia.  It's a little disappointing for the unnecessary delays and it's not even snowing in FL.,Flight Issue
gonna miss connecting flight.. Delayed flying out of Boston,Flight Issue
thank you for refunding me on my baggage ! really appreciate it,Satisfied
thanks for taking my flight off the board AND NOT PROVIDING and updates about my flight which is 26 minutes Late Flight.,Flight Issue
I am so going to miss US Airways.  You always provided great service and NEVER LET ME DOWN.,Satisfied
. I rebooked myself - but cancelling flight because crew expired after boarding is unacceptable. You started delaying at 1:30pm.,Flight Issue
"it was 1838, almost 5 hours Late Flight due  to mechanical.",Flight Issue
we will...sunday! Just a few days away,Satisfied
unacceptable. You knew the pilot wouldn't be able to complete the trip. Wasted all of our time.,Flight Issue
I have been on three planes for flight 1907 and still haven't left the ground BAD SERVICE #sad,Flight Issue
Then told to offload because the captain was over hours? This has been a terrible experience.,Flight Issue
"Why were we loaded onto the plane (4 hours Late Flight, mind you), made to sit for 40 minutes",Flight Issue
"“:  We're excited to have you fly with us, JB! When will this be?” Spring Break !!!",Satisfied
I will. Thank you for at least tweeting me back:) better than most. 👌,Satisfied
Exicted to be flying with y'all soon !!,Satisfied
now the freezing bus is just doing circles?,Flight Issue
"please explain, I have plenty of time since I'm STRANDED!!",Flight Issue
"I doubt that, its 11:21p &amp; we r still being held captive on the ground at DCA! A little communication from up front would b nice.",Flight Issue
doesn't want me to get home,Flight Issue
"DCA-&gt;HPN, u r prof hostage takers.We stood on bus 2 plane for 25 min,now sitting on plane with no mvmt &amp; 1 announcement 4 &gt; hour!",Flight Issue
"- I bet you don't, but I'm the paying customer here. I know how to check for flight delays, thank you.",Flight Issue
oh great after a 5 hour delay we get to sit on the plane for another hour without it moving.  Flight 1137 has been awful,Flight Issue
that's the 1st sorry I received from your company. The least you could do is fly us home early at no extra charge.,Flight Issue
never flying with you guys again. Extremely disorganized and too many delays.,Flight Issue
"my buddies are currently delayed 3.5 hours and counting in DCA on their ways to CAE for a golf week, any compensation? #FlyDelta",Flight Issue
"Flights 890 was the delay, Flight 5136 was my missed connection… Help!",Flight Issue
the flight that I did not connect to was 1857.,Flight Issue
yes .not sure how you guys don't know gate is occupied and keep us waiting,Flight Issue
- BOS -&gt; DCA delayed again. This needs to stop. I will be filing complaints with the FAA and Consumer Affairs,Flight Issue
sitting on the Tarmac waiting to deplane 40+ minutes. The level of service I've come to expect.,Flight Issue
"1st a Late Flight plane, then missing flight crew, then maintenance problems, gates switched 4 times. You call this customer service??",Flight Issue
"ruined our honeymoon by causing us to miss our international flight, and now we are stranded.",Flight Issue
FA attendant on 4553 PHL to PWM tonight was fab!  An asset to your team.  From 1F. Have a great night team!,Satisfied
We're having 2 grandbabies in 2 weeks -- will travel to DC for the births. Thank you for the reasonable fares!  See you Saturday!,Satisfied
"Thank you, !  Your fare to from DTW to DCA was much lower than  and !  Thank you! You won me over!",Satisfied
flight 728 from PHL to London has been sitting on the tarmac for 46min w/NO further update from the pilot. what gives???,Flight Issue
"I know that, thanks. Evaluate further ;-) ... -Chairman",Satisfied
"Seriously, flight delay Cinci to Philly due to new ground staff, miss connection to MAN UK and now have to argue for hotel. WTF",Flight Issue
#USAirways disappoints AGAIN! #cancelled flights #Missed appointments #Promised refund is a lie,Flight Issue
"unable to locate baggage, this is frustrating. All my sons clothes and needs in it. #zfv #yyz #usairways #baggagelost",Luggage Issue
thanks for getting me rescheduled on a direct flight to NOLA tonight in 10 minutes--and hopefully an hour earlier getting there!,Satisfied
problem with flight in Gainesville US Airways  5137 to CLT will miss connecting flight 5547 to IAD. When can I get another flight,Flight Issue
"flight 1777 has been waiting for 30 minutes at RSW waiting for weight balance clearance. Come on, let us leave!",Flight Issue
HORRIBLE communication on delayed flight out of LGA!!!! I got 2 emails in seconds w different delay times!!!! HORRIBLE,Flight Issue
thank you finally got our bag. Customer services reps were wonderful.,Satisfied
flight 437 PHX&gt;ORD.  Lead FA Bill is the most professional FA I have seen in 9 years of flying USAir. I have no AB cards. :-(,Satisfied
I miss you too. Work has taken me out of Philly. I’ve been on flight 1776 from BOS —&gt; PHL so many times I should have a res. seat,Satisfied
no problem.  Things worked out at airport.   Thanks!,Satisfied
should take a lesson from  and wait for passengers from connecting flights. Shame..,Flight Issue
"yes, it's a domestic flight. Thank you!",Satisfied
thanks! Made it safely! http://t.co/KCqeBEej7S,Satisfied
they say connections are good still...but another reFlight Booking Problems is the last thing I need today,Flight Issue
tells me to talk to  about my delayed flights. AA tells me to talk to US. #ihatemergers,Flight Issue
this is going to take up to an hour--not okay USAir. Not okay. This is ruining everything.,Flight Issue
4420 delayed further?,Flight Issue
4 hours Late Flightr And i lost my conection 😡,Flight Issue
"- love the changes in the lounge - cheese, veggies, olives in addition to the crackers and snack mix,",Satisfied
thanks.  If you have another method also that would be nice.  Appears to be a design flaw,Satisfied
forgetting to fuel up? Realizing there was more cargo to add to plane? One way to try and mask a delay.,Flight Issue
"Your gate team are polite. But your planes are habitually Late Flight. In many cases, passengers are waiting for the flight crew!",Flight Issue
WTF is going on with the 1:30 from DC to BOS? Twice we go back back to the gate after leaving for the runway? Total BS.,Flight Issue
not moving we are in the tarmac delayed for some unknown reason. I'll keep you posted,Flight Issue
how are you guys losing luggage when it was suppose to be on the same flight I was on. Highly disappointed no meds no clothes :(,Luggage Issue
still in yuma waiting for 2702 to go. Looks like I might miss 2696 to MontereyRegionalAirport need options please,Flight Issue
lol me too,Satisfied
"thanks to the gate agent in State College, PA that was able to get me on an earlier flight AND figure out an earlier connection!",Satisfied
I just think it's weird to have mileage as 666,Satisfied
"worst airline ever....left without luggage for 7 days, submit $700 expenses and they offer a refund of $297? #badservice",Luggage Issue
"yes thanks I have never seen anything like this and I come to Yuma all the time, big disappointment. There are 40+ still waiting",Flight Issue
understood and I am sympathetic. How do I get my $100 back? I shouldn't have to pay especially if YOU switched my flight.,Flight Issue
cancelled due to maintenance. The plane was there for 10 hours. Get your shit together because there are a lot of people unhappy.,Flight Issue
a year and every time with US Air something happens. I sat waiting for a re-scheduled flight for 10 hours then to say its,Flight Issue
what an amazing day. Delayed 4 hrs bc frozen h2o on plane Now sitting @ gate on same plane 4 30 mins still waiting! #flight1797,Flight Issue
"Stuck in Philadelphia airport for 32 hours due to ""maintenance"". Dreading my flight back home. Disgusting.",Flight Issue
thanks,Satisfied
"#success made flight , please thank the crew of 556 great time recovery",Satisfied
- so far so good this week. SAV to CLT boarded BEFORE the departure time (first time in 4 weeks). Perhaps an on time departure?!,Satisfied
1917. Still sitting here. Feels badly handled.,Flight Issue
Lilly M in SJU check in is fabulous!,Satisfied
that's where we are now. Thank you.,Satisfied
"sorry, I meant flight 4420, which was supposed to depart at 5:00, now says 6:30. What is the issue?",Flight Issue
#tbt every day.,Satisfied
what's the issue with flight 4420 from jax being delayed tonight?,Flight Issue
got rebooked. Sent to A9. Wrong gate! Traveled back to B13 for correct flight. #tired&amp;frustrated,Flight Issue
"on the DL, send Ethan some new pants and some ""white revive"" laundry tabs. He's a great guy, good crew, he's just, err, single.",Satisfied
any updates on flight 1917 from Philly to LA?  Been sitting at gate for close to 2 hours,Flight Issue
thank you for refunding my bag fee.  I look forward to its return today I hope.,Satisfied
what's happening with 1217 Phl to LAX? Now 3 hr delay. Poor communication!,Flight Issue
😂. Passed frustrated 4 hours ago after being asked to get off the first plane I sat on for an hour.,Flight Issue
thank you,Satisfied
can we hold two seats for 11:35 flight from PHX to Las 1856 as this delayed flight 556 is not going to arrive on-time,Flight Issue
1917. Thanks for the 5 hour layover in LA too👍 Icing on the cake. At least your staff was courteous and helpful.. Not #unreal,Satisfied
"yeah , I have been expecting The same for 3 hours",Flight Issue
i wish i was flying  ...  cancelled our flights tomorrow and never notified us #FlyUS #Ripoff,Flight Issue
502 M-phx Im still on The plane waiting And waiting,Flight Issue
our hold up now is the captain that was Late Flight...his bag doesn't fit.,Flight Issue
thanks for slowing the inbound plane down so that we didn't need to worry about 4438 EYW being Late Flight. Great holz ahead. Cheers! 😀,Satisfied
KUDOS to your phone support and Charlotte gate staff!,Satisfied
I do to as I have an afternoon Conference in Las Vegas and I would rather plan ahead than run thru the airport and then attempt,Flight Issue
will try.. Now stuck on tarmac waiting on gate. :( may miss 9:25 connection #883),Flight Issue
on flight # 556 delayed#connection help for flight # 561 # help via email,Flight Issue
"I'm delayed in TYS #5015, likely gonna miss my connection in CLT to CUN. Gotta get there today. Can you help me?",Flight Issue
plz plz plz hold 4438 to EYW. The 810 PHL &gt;CLT is sooo Late Flight. Gonna miss the connection for  's 40th #GTH239,Flight Issue
Will do :),Satisfied
thank you. We filled out a claim and hope to have the bags tomorrow.,Satisfied
"I didn't Cancelled Flight my flight, you did. Than you loved me to another flight and forgot my bags",Luggage Issue
- done :),Satisfied
"captain on flight 1712 from PHX-PHL at 3:55 tonight was hilarious. ""Greetings from the pointy end of the airplane"" haha thanks!",Satisfied
3 delays 2 cancellations a double layover and 72 hours Late Flightr....could I at least get extra dividend miles?,Flight Issue
I didn't take my original flight. I was suppose to arrive last night than by 2:00pm today. Didn't get in til 5,Flight Issue
"sitting for 30 minutes on the runway at dca, because your gates are full? Early landing, Late Flight flight.",Flight Issue
2 trips in a row with missing luggage. Just like last time. I pay for baggage to be transported.,Luggage Issue
lost our luggage. #yay,Luggage Issue
how does an airline misplace an airline attendant?!! been at Reagan airport since 1pm10:15 to Cincy is delayed trying to find her,Flight Issue
"been on hold for over an hour, still don't know where my bags are, won't refund me my flight?!?! It wasn't weather!!",Luggage Issue
thank you for fixing my 5 hour delay.,Satisfied
4 flights in 48hrs &amp; I've had the same flight attendant for 3 of those flights. Freaky coincidence! Plus side she's great. :),Satisfied
landed safely everything worked out.,Satisfied
delays to the max,Flight Issue
on Sunday! Can't wait! See you then,Satisfied
it shouldn't take longer to get to the gate than the flight itself takes.... 59 minutes flying time - 47 minutes on runway so far,Flight Issue
is the real MVP for holding up the flight connecting Philly to Tampa.,Flight Issue
finally rectified my flight situation! Thanks again,Satisfied
on time today and from PHL! Nice work! #ThereIsAFirstForEverything,Satisfied
you have most likely lost my business. Terrible experience! Too many times stuck on Tarmac and last min cancelled flights. #Done,Flight Issue
I have been doing that all day. Can't find my bag anywhere bc they're saying it was never scanned &amp; technically never left LAX.,Luggage Issue
why no ground crew at DCA when we're already Late Flight arriving #evenLate Flightr,Flight Issue
being told 'tough break and this is how it is' is unacceptable. You can't even tell me when my bags will be here,Luggage Issue
ice cream up front! Solid,Satisfied
shout out to the pilots and FC attendant(Eliz) of US 673. Super strong crosswinds during landing. Eliz did a super job throughout,Satisfied
now telling me I don't have the correct tag for my luggage!!! My luggage apparently is not in LA or Charlotte. This is not ok!!,Luggage Issue
delayed 2 days for weather and on top I got yelled at for being Late Flight when I was not notified of the time change #WellDone,Flight Issue
I was re accommodated for my DSM flight tonight after a delay from Myrtle Beach now the flight to DSM is back on for tonight?,Flight Issue
I'm sorry as well. It's been 24 hrs without my bag and I can't get a straight answers. I'm on call #6 for today.,Luggage Issue
I wish we were on our way. Now there's a problem w/de-icing.Three &amp; 1/2 hour delay so far &amp; sill not sure if we'll be taking off.,Flight Issue
sitting on Tarmac in #PIT for 30 min. No announcement. Just sitting.,Flight Issue
the Late Flightr flight to Charleston is leaving before the flight scheduled earlier.  That's so wrong,Flight Issue
". I'm delayed in Cha, will miss my connection in Charlotte for lga.  Not good",Flight Issue
we did. It added about seven hours to our day... So far... Want to take odds on our bags being on the carousel in KC? #notcool,Flight Issue
"she missed her uncle's funeral, and you ""hope"" they can find another flight. That's very considerate of you.",Flight Issue
My last flight was cancelled and I'm very disappointed.,Flight Issue
Marsha M. at Myrtle Beach is the greatest! She deserves all the respect and praise there is! #ThankYouForEverything,Satisfied
". Seriously, attendants go AWOL for 60 mins.   Now flight further delayed.   Don't lite a match either http://t.co/mT8sPlm02v",Flight Issue
it is just bad practice and I am disappointed that your airline was not prepared...honestly the last time I fly with you guys,Flight Issue
...these changes as well to Late Flightr find out that the flight I was scheduled for isn't ready,Flight Issue
"after 3 cancellations and a delay, causing me to miss connecting flight. Another night not being home. Thanks #pathetic",Flight Issue
"that's understandable, my issue is with creating a new flight without the personnel to do it...I changed my plans to accommodate",Flight Issue
thanks! Now I just need to locate where my luggage is!,Luggage Issue
we haven't departed yet so let's not get too high hopes.  But everything has been on schedule so far,Satisfied
"Thanks for showing interest...3880 to Greenville, SC.",Flight Issue
#USAirways So my flight was Late Flight getting into charlotte so i miss my connector to Phoenix thanks again last time I EVER FLY USAIR,Flight Issue
ok thank you we were told ground delay due to snow.,Satisfied
this made me have to cancel my car reservation and it came out to more money...why did you reschedule a time without the crew?,Flight Issue
First Class all the way!!💺✈️ Headed to  http://t.co/kDMq0jps02,Satisfied
your pple did a great job w the madness however some of your systems need help. I appreciate the hard work &amp; the push to b better,Satisfied
thanks for giving away my seat. Another fine job! http://t.co/r7ibqr4CYd,Satisfied
how can I be stuck on a plane due to snow in Boston when it's not actually snowing in Boston?  Usair flight 2218 #US2218,Flight Issue
thanks.,Satisfied
You have cancelled our flights 5 times over the past 3 days...and the experience has been the worst...never again...,Flight Issue
thanks to Betty working gate at ILM and lovely gate agents here in CLT helping me get home 2 Phx tonight instead of tomorrow,Satisfied
I realize the weather but day after day our flights keep getting cancelled. Please prioritize ur passengers and help them,Flight Issue
surprisingly quick response time by you and them. Thanks!,Satisfied
stop cancelling flights over and over and not provide any real help to your customers. #strandedinnashville,Flight Issue
strikes again...lost bags. And two of them. #theworst,Luggage Issue
What's the point of a baggage claim ticket if they don't scan it  for tracking?,Luggage Issue
you can't even track my bag to see where it is. It's like it's disappeared.,Luggage Issue
"I been sitting on this plane for 40 minutes, and they are saying another 15 minutes something about paper work. This sucks !!",Flight Issue
I ask for reimbursement maybe miles added to my account for my inconvenience and for the money that I had to spend,Luggage Issue
only to come home a day Late Flight to find out you guys have lost my luggage,Luggage Issue
I have to spend more than the cost of the flight just to get a free room and transportation to and from the airport,Flight Issue
"so mad I can't even believe  you guys cancel my connecting flight after I leave the first stop, &amp; give me a useless hotel voucher",Flight Issue
"Priorities should have been made. Considering a pending snow storm, why delay a flight for an hour &amp; a half? I'd like an answer.",Flight Issue
: I experienced what defines customer service on #FLT1999. A flight attendant willing to follow up with a passenger on bag charges,Luggage Issue
I've done everything. Still no luck in finding my bag. I don't understand how my bag could have been misplaced. Very upsetting.,Luggage Issue
Yes but I will nvr fly w/  I missed my con flight bc of a coffeemaker on FT1892 Couldn't see my father be4 they put him in a coma,Flight Issue
thanks!  Can you help remind the agents it's ok?  Ps. Heard rumors of a streaming wifi TV/movie service you might be installing,Satisfied
"nope, done. Was supposed to get home at 9pm and didn't get home until midnight. #NeverAgain",Flight Issue
would it kill you to let me know how many minutes I might be on hold?,Flight Issue
a $100  - totaled. Not happy. Not at all.,Luggage Issue
. thanks!,Satisfied
she also appreciated having her very own hashtag! :) #lucycat,Satisfied
we hate delays!! have you tried any of these?! http://t.co/7STktJXAN1 (although we're not sure what a timbit is...),Flight Issue
Big fail on not having curbside baggage in Pittsburgh and you charge 30 dollars a bag!!,Luggage Issue
"I hope so, too. Thank you for your help. She traveled halfway across the globe and just wants her suitcase.",Luggage Issue
YOU ARE THE BEST!!! FOLLOW ME PLEASE;)🙏🙏🙏✌️✌️✌️🙏🙏🙏,Satisfied
"I don't mind waiting, I mind waiting on a plane, when I shouldn't have had to.  The airport has more room and you know.. food!",Flight Issue
not patient - originally 11:51 and now 4:41.,Flight Issue
"no, they could be at Laguardia, JFK or Charlotte. I have no idea where they are now tho",Luggage Issue
"that link is broken. But if it's the online baggage locator, I already tried it and it gave me no useful information.",Luggage Issue
thanks for reaching out to me.  My Gold Div no. 2k424j0. My Flights were changed under Confirmation # DNX58V.,Satisfied
stranded in Philly- #Starving and can't get a meal voucher even though your plane had mechanical issue /  next flight in 10 hrs,Flight Issue
yes and our flight attendant (who is wonderful btw) secured the tray table so it's not flailing about. http://t.co/JhXWMuTx4G,Satisfied
link doesn't work and I've tried tracking my bag several times. Still doesn't clarify where it is.,Luggage Issue
thanks for seating me next to 2 hot athletes. This flight is significantly better now!,Satisfied
Thank you!!! On our way to get her bag now - thanks to having that number 😊,Satisfied
why would a flight arrive Late Flight or leave when 60% of your passengers have  a connection?,Flight Issue
"you got me home 30 hours after you were supposed to... I was living in an airport, you offered no monetary assistance!",Flight Issue
"flight today showing on time online, not able to check in. Called &amp; told was cancelled, put on hold over an hr ago. Help?",Flight Issue
flight is delayed 5 hours. No reason given. Sure love flying with your airline. #whatajoke,Flight Issue
"So we got her home, now we just need her bag. Is there a direct desk number for Savannah?",Luggage Issue
I hope so. Last I spoke to the baggage team... they weren't sure what city my bag was in.,Luggage Issue
"Thank you, busy times.",Satisfied
"My flight was delayed and rerouted, and not so much as a ""sorry for your inconvenience"" from the check-in agent? #notimpressed",Flight Issue
"90 min delay thanks to ""maintenance issues"". Thanks for wasting a day.",Flight Issue
thanks :),Satisfied
"YOU ARE AMAZING!!! FOLLOW ME BACK, PLEASE!!!🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏",Satisfied
is useless airways. Day 2 trying to get home on standby as a result of their cancellation. #USAirways,Flight Issue
any word on flight 1748 getting out of DFW in the near future? Stuck on plane at gate for over an hour,Flight Issue
thanks so much!,Satisfied
we might need a plane to get somewhere but just remember that you aren't the only choice #makeovertime#customerserviceplease,Flight Issue
YOU ARE THE BEST!!! FOLLOW ME PLEASE;)🙏🙏🙏✌️✌️✌️🙏🙏🙏,Satisfied
Credit to my bank account for the two days of work that I've missed because of these cancellations.,Flight Issue
"No reFlight Booking Problems necessary. I can't afford to deal this kind of unprofessionalism again. I would, however, like some type of credit.",Flight Issue
what is policy on changing flight to different dates once your flight has been delayed?,Flight Issue
still not in the air for deicing of plane. I'll miss connect but customer service was helpful.I'm hoping to catch the next flight,Satisfied
tell the flight from clt to srq 5080 to wait!!!!!!,Flight Issue
they lost my bag  baggage handlers broke open my bag and stole my camera,Luggage Issue
stuck in cae need reFlight Booking Problems for next flight possibly dm for more info,Flight Issue
You all work hard at making sure things flow smoothly. Keeping positive.,Satisfied
we are boarding now but have yet to depart.  Thanks for the response.,Satisfied
I totally understand the weather. Just frustrated. Thanks!,Satisfied
I really needed to be back home yesterday and at work at 9am today. Been on plane and sitting for an hour #peeved,Flight Issue
5534. That's the flight I was placed on after original flight to Charlotte was cancelled.  Now 5534 is on 1hr delay,Flight Issue
Thx to gate agt John Pascucci for finding us a flight from CLT to PVD after our original one was Cancelled Flightled http://t.co/YiwLhQhZgp,Satisfied
", 1st a reaccommodation, now a delayed flight for this one.  &amp; the Gate Agent still hasn't mumbled a word. Folks getting anxious.",Flight Issue
YOU ARE THE BEST!!! FOLLOW ME PLEASE;)🙏🙏🙏✌️✌️✌️🙏🙏🙏,Satisfied
"provides you the best logistics experience for people all over India.
#Mumbai #Surat #NaviMumbai",Satisfied
"after last night in Charlotte NC I'm seriously debating never flying you again. 50 minute on the Tarmac, connection leaves.",Flight Issue
why didn't you reroute BOS to JAX via DCA through CLT instead forcing an overnight  #passengersLose,Flight Issue
"my luggage was delayed. I'm looking for compensation, since, you know, you charged me for it then forgot it...",Luggage Issue
Thanks. “:  Weather disruptions have caused some of our crew to run Late Flight. We're sorry for the delay to your flight.”,Flight Issue
325 minute delay - this is absurd. Feel free to provide credits... http://t.co/e09keJ9bv1,Flight Issue
25 mins after the scheduled departure and still sitting in terminal. Communication would be lovely... http://t.co/pkAxUNYfn2,Flight Issue
missed flight connection due to flight attendant delay. Yet no voucher on your part? #fail,Flight Issue
half an inch of snow in Charlotte #overwhelming,Flight Issue
"Already filed a report personally at the airport, however they have no idea where it is even with a tracking number.",Luggage Issue
"already called, no other options, flight is being reimbursed. Never again, you are unreliable for business travelers.",Flight Issue
My flight (US558) got cancelled on 2/16 due to lack of flight crew.I was told that I'd be reimbursed for hotel. Who do I contact?,Flight Issue
"No need for apologies just an unfortunate situation . There is no up date, I've landed but was suppose to land at 5",Flight Issue
~45 minutes means no public transit home and an expensive cab. Promises doesn't make up for it,Flight Issue
my sister was supposed to leave at 10 am to go back to AL. She's only getting to NC now. Are you kidding me #NeverflyUSairways 👿,Flight Issue
YOU ARE THE BEST AIRWAYS!!! FOLLOW ME PLEASE;)🙏🙏🙏✌️✌️✌️🙏🙏🙏,Satisfied
"5 hr flight delay and a delay when we land . Is that even real life ? Get me off this plane , I wanna go home 👠👠👠 (3 heel clicks)",Flight Issue
Shout out to the red-headed gate agent for flt 3389 from DCA to CHS at 7:10 tonight. Didn't get her name but she was great!,Satisfied
I'm sick of living in an airport!! #getittogether,Flight Issue
Dude named Shaquille at the desk in Charlotte was incredibly professional and helpful vs. some crazy angry people tonight,Satisfied
"Awesome USAir, TYSVM &lt;3",Satisfied
Thank you!,Satisfied
that would be lovely! You have great people working in your organization.,Satisfied
hey let flight 1874get to the gate  hours Late Flight and no fate with dozens of kids on board,Flight Issue
a flight update doesn't help when we are waiting 20+ min at our arrival waiting for a plane to leave our gate. Who can I write?😑,Flight Issue
"TYVM USAir, Happy Night@ &lt;3",Satisfied
thanks! It's hectic for everyone but their actions don't represent the company well IMO,Satisfied
Mr. Husain u shld protest as well when one of ur party member Rehman Malik delayed a PIA flight for hours..???,Flight Issue
I'm sure you don't but question still remains why we only found out at 8.20 that crew won't come before 9.50 for 8.10 flt. Tks.,Flight Issue
glad to be home and that your great people got me home safely. Sad for others who didn't get back bc of scheduling problems.,Satisfied
"how about an update? 2hrs delayed, this obviously isnt up 2 date, havent boarded http://t.co/L7lWjaZiOA",Flight Issue
Will do. I appreciate the response.,Satisfied
I've been sitting in the Charlotte airport for 4 hours. Waited for crew and now maintenance.  #NeverAgain,Flight Issue
"delayed my flight 3 times before cancelling it, had angry and rude workers, and are now providing no helpful service at all",Flight Issue
